0	origin/main	go	0	0	0	0	0
0	origin/main	javascript	0	0	0	0	0
0	origin/main	python	47	334	2	40	2
0	origin/main	rust	102	1271	193	101	48
0	origin/main	typescript	0	0	0	0	0
Braxon	reconstruction	go	9	0	0	0	0
Braxon	reconstruction	javascript	26	35	12	9	3
Braxon	reconstruction	python	2890	16555	4025	2380	1150
Braxon	reconstruction	rust	702	10454	1116	593	186
Braxon	reconstruction	typescript	28	58	10	20	5
DAX-FULL	origin/main	go	0	0	0	0	0
DAX-FULL	origin/main	javascript	0	0	0	0	0
DAX-FULL	origin/main	python	8	37	0	8	0
DAX-FULL	origin/main	rust	7	1	0	1	0
DAX-FULL	origin/main	typescript	0	0	0	0	0
Dax	origin/main	go	0	0	0	0	0
Dax	origin/main	javascript	0	0	0	0	0
Dax	origin/main	python	57	253	1	43	1
Dax	origin/main	rust	3889	2551	138	1808	34
Dax	origin/main	typescript	0	0	0	0	0
Dax-Autonomous-System	origin/main	go	0	0	0	0	0
Dax-Autonomous-System	origin/main	javascript	0	0	0	0	0
Dax-Autonomous-System	origin/main	python	92	563	45	77	11
Dax-Autonomous-System	origin/main	rust	27	68	3	23	2
Dax-Autonomous-System	origin/main	typescript	0	0	0	0	0
PAPI	origin/main	go	0	0	0	0	0
PAPI	origin/main	javascript	0	0	0	0	0
PAPI	origin/main	python	0	0	0	0	0
PAPI	origin/main	rust	0	0	0	0	0
PAPI	origin/main	typescript	0	0	0	0	0
f1ux-service	origin/main	go	0	0	0	0	0
f1ux-service	origin/main	javascript	0	0	0	0	0
f1ux-service	origin/main	python	1	12	1	1	1
f1ux-service	origin/main	rust	0	0	0	0	0
f1ux-service	origin/main	typescript	0	0	0	0	0
fastapi-llm-bot	origin/main	go	0	0	0	0	0
fastapi-llm-bot	origin/main	javascript	0	0	0	0	0
fastapi-llm-bot	origin/main	python	1	1	0	1	0
fastapi-llm-bot	origin/main	rust	0	0	0	0	0
fastapi-llm-bot	origin/main	typescript	0	0	0	0	0
repo	branch_or_head	language	source_files	function_declarations	test_markers	function_bearing_files	test_bearing_files
termux-packages	origin/master	go	0	0	0	0	0
termux-packages	origin/master	javascript	0	0	0	0	0
termux-packages	origin/master	python	3	15	0	3	0
termux-packages	origin/master	rust	0	0	0	0	0
termux-packages	origin/master	typescript	0	0	0	0	0
