main\t3108b021d6eb6ebc6b74b5c02c63b3b7e67248d0\t2026-08-16 19:46:50 -0500
reconstruction\t9691a7e3ac64f7dce49a62e28c078504969f9007\t2026-08-17 05:41:34 +0000
origin\t3108b021d6eb6ebc6b74b5c02c63b3b7e67248d0\t2026-08-16 19:46:50 -0500
origin/Maine\t3108b021d6eb6ebc6b74b5c02c63b3b7e67248d0\t2026-08-16 19:46:50 -0500
origin/audit/diversity-transmedia-2026-08-09\t7804fcdccba12f814941a80cd1e9c0c578d4f004\t2026-05-09 05:43:11 -0500
origin/braxon-current-preserve-20260507-172011\tced6af253888bf194375692de86d0678dc70d847\t2026-05-07 19:31:54 -0500
origin/braxon-dirty-preserve-20260507-172531\t92257c89b7bf034f2156f202b10ce8856ae0908e\t2026-05-07 17:25:32 -0500
origin/braxon-final-cohesive-stack-20260816\t3108b021d6eb6ebc6b74b5c02c63b3b7e67248d0\t2026-08-16 19:46:50 -0500
origin/codex/seed-citadel-completion\t2253f590dabee6de9f3aa20dbb04e5e041ae2863\t2026-08-16 18:04:47 -0500
origin/main\t3108b021d6eb6ebc6b74b5c02c63b3b7e67248d0\t2026-08-16 19:46:50 -0500
origin/nsq-cohesion-rebuild-20260816\tced6af253888bf194375692de86d0678dc70d847\t2026-05-07 19:31:54 -0500
origin/nsq-cohesive-rebuild-20260816\te35e69729f4035aee59895345461cc0d2fd66c6a\t2026-08-16 19:40:42 -0500
origin/nsq-final-reconstruction-20260816\t373fbba95919e618de0daa504f2ed9dda13f3905\t2026-08-16 19:39:30 -0500
origin/phone/citadel699-route-gates-20260508_165115\t06f7c9abe018aa5a14df4619fb4e0f64473773f0\t2026-05-09 02:19:41 -0500
origin/reconstruction\t9691a7e3ac64f7dce49a62e28c078504969f9007\t2026-08-17 05:41:34 +0000
origin/reconstruction-final-20260816\t56abe679e12b75badd7bd9a63c5d06353c9cdda8\t2026-08-16 21:53:37 -0500
origin/reconstruction-final-20260816-worker-test\tb3741fabdac4c10f0ad7848c4e58594a6b58dac5\t2026-08-16 21:06:12 -0500
origin/triage\tb5cbe4f01ae2f48d7467652d20d7a83278d2f379\t2026-05-12 21:18:17 -0500
origin/worker-execution\tb3741fabdac4c10f0ad7848c4e58594a6b58dac5\t2026-08-16 21:06:12 -0500
origin/worker-execution-2\tb3741fabdac4c10f0ad7848c4e58594a6b58dac5\t2026-08-16 21:06:12 -0500
origin/worker-execution-3\tb3741fabdac4c10f0ad7848c4e58594a6b58dac5\t2026-08-16 21:06:12 -0500
origin/worker-execution-final\tb3741fabdac4c10f0ad7848c4e58594a6b58dac5\t2026-08-16 21:06:12 -0500
origin/worker-execution-live\tb3741fabdac4c10f0ad7848c4e58594a6b58dac5\t2026-08-16 21:06:12 -0500
origin/wowas-full-construction\t0a6bfd1246b5d853600f535600c9638571d754f5\t2026-08-16 18:47:39 -0500
origin/wowas-full-construction-20260816\tbeb43df7ff02e870cc692acc998f4416bc3d5262\t2026-08-16 19:30:46 -0500
origin/wowas/full-construction-20260816\t0a6bfd1246b5d853600f535600c9638571d754f5\t2026-08-16 18:47:39 -0500
